ANO,COD_MEDICO,COD_ESPEC,ESPECIALIDAD,COD_DEP,DEPARTAMENTO
2010,14444314,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,71644493,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,32434712,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,42972069,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,10228033,480,OFTALMOLOGIA,63,QUINDIO
2010,3250582,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,6871967,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,70093792,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,70562226,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,79569352,480,OFTALMOLOGIA,13,BOLIVAR
2010,43556614,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,72139665,341,GINECOLOGIA Y OBSTETRICIA,66,RISARALDA
2010,70569416,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,42885052,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,13484200,340,GINECOLOGIA ONCOLOGICA,54,N. DE SANTANDER
2010,16585250,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,80412124,200,DERMATOLOGIA,11,BOGOTA
2010,6894252,750,UROLOGIA,05,ANTIOQUIA
2010,13460133,137,CIRUGIA GENERAL,54,N. DE SANTANDER
2010,31898251,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,16606373,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,70560798,200,DERMATOLOGIA,05,ANTIOQUIA
2010,8670598,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,79157897,480,OFTALMOLOGIA,11,BOGOTA
2010,17164820,514,ORTOPEDIA Y TRAUMATOLOGIA,11,BOGOTA
2010,32427768,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,16605040,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,19051338,480,OFTALMOLOGIA,11,BOGOTA
2010,19284256,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,70076948,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,19336927,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,79555300,341,GINECOLOGIA Y OBSTETRICIA,54,N. DE SANTANDER
2010,10216654,200,DERMATOLOGIA,66,RISARALDA
2010,73093340,521,OTORRINOLARINGOLOGIA,13,BOLIVAR
2010,70108249,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,31929149,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,8666420,521,OTORRINOLARINGOLOGIA,08,ATLANTICO
2010,70503173,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,8305704,750,UROLOGIA,05,ANTIOQUIA
2010,24329158,480,OFTALMOLOGIA,17,CALDAS
2010,71694707,200,DERMATOLOGIA,05,ANTIOQUIA
2010,42974182,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,16607090,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2010,12982994,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,6068470,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,70129835,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,70051144,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,16265798,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,8304151,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,14969788,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,7529669,750,UROLOGIA,05,ANTIOQUIA
2010,16272400,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,19492451,514,ORTOPEDIA Y TRAUMATOLOGIA,23,CORDOBA
2010,91202333,750,UROLOGIA,68,SANTANDER
2010,43733221,200,DERMATOLOGIA,05,ANTIOQUIA
2010,80413111,480,OFTALMOLOGIA,08,ATLANTICO
2010,70561277,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,16691874,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,6820980,750,UROLOGIA,05,ANTIOQUIA
2010,80407949,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,19488514,200,DERMATOLOGIA,54,N. DE SANTANDER
2010,31841044,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,70568213,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,79391172,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2010,45487079,521,OTORRINOLARINGOLOGIA,13,BOLIVAR
2010,14885128,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,24569234,341,GINECOLOGIA Y OBSTETRICIA,63,QUINDIO
2010,98561217,211,CARDIOLOGIA ELECTROFISIOLOGIA,05,ANTIOQUIA
2010,22578973,200,DERMATOLOGIA,08,ATLANTICO
2010,79159758,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,19459457,750,UROLOGIA,11,BOGOTA
2010,14952822,151,CIRUGIA VASCULAR PERIFERICA,76,VALLE DEL CAUCA
2010,79427532,480,OFTALMOLOGIA,73,TOLIMA
2010,51702638,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,79150331,137,CIRUGIA GENERAL,11,BOGOTA
2010,19263366,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,12544286,514,ORTOPEDIA Y TRAUMATOLOGIA,08,ATLANTICO
2010,9305517,200,DERMATOLOGIA,11,BOGOTA
2010,71650447,465,VASCULAR PERIFERICO,05,ANTIOQUIA
2010,80410490,514,ORTOPEDIA Y TRAUMATOLOGIA,11,BOGOTA
2010,91254757,514,ORTOPEDIA Y TRAUMATOLOGIA,68,SANTANDER
2010,13487375,341,GINECOLOGIA Y OBSTETRICIA,54,N. DE SANTANDER
2010,31892509,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,12124995,137,CIRUGIA GENERAL,41,HUILA
2010,30647557,200,DERMATOLOGIA,23,CORDOBA
2010,12113241,480,OFTALMOLOGIA,41,HUILA
2010,16606517,137,CIRUGIA GENERAL,76,VALLE DEL CAUCA
2010,9089692,521,OTORRINOLARINGOLOGIA,13,BOLIVAR
2010,31866650,480,OFTALMOLOGIA,11,BOGOTA
2010,32018526,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,3934131,200,DERMATOLOGIA,05,ANTIOQUIA
2010,70562001,136,CIRUGIA GASTROINTESTINAL,76,VALLE DEL CAUCA
2010,70042105,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,70075635,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,8736321,137,CIRUGIA GENERAL,08,ATLANTICO
2010,29621043,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,70040827,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,10254091,750,UROLOGIA,17,CALDAS
2010,70081921,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,70071733,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,14236434,341,GINECOLOGIA Y OBSTETRICIA,73,TOLIMA
2010,3826141,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,41585372,200,DERMATOLOGIA,11,BOGOTA
2010,13255619,137,CIRUGIA GENERAL,54,N. DE SANTANDER
2010,70125975,750,UROLOGIA,05,ANTIOQUIA
2010,70040806,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,71609421,750,UROLOGIA,05,ANTIOQUIA
2010,42969686,750,UROLOGIA,05,ANTIOQUIA
2010,79464457,200,DERMATOLOGIA,05,ANTIOQUIA
2010,19465693,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,8271248,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,19247333,138,CIRUGIA MAXILOFACIAL,11,BOGOTA
2010,3227076,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,8288962,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,79147713,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,79521534,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,31889409,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,79889814,138,CIRUGIA MAXILOFACIAL,11,BOGOTA
2010,91223412,341,GINECOLOGIA Y OBSTETRICIA,68,SANTANDER
2010,16603921,152,CIRUGIA DE COLUMNA,76,VALLE DEL CAUCA
2010,4351897,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,19327076,514,ORTOPEDIA Y TRAUMATOLOGIA,41,HUILA
2010,79361082,480,OFTALMOLOGIA,63,QUINDIO
2010,70089311,750,UROLOGIA,05,ANTIOQUIA
2010,25263506,390,FISIATRIA,76,VALLE DEL CAUCA
2010,31912577,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,2773630,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,8305612,137,CIRUGIA GENERAL,05,ANTIOQUIA
2010,6878770,750,UROLOGIA,05,ANTIOQUIA
2010,70061744,137,CIRUGIA GENERAL,05,ANTIOQUIA
2010,71675943,134,CIRUGIA DEL TORAX,05,ANTIOQUIA
2010,70558503,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,71577198,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,16714746,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,8302574,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,71582417,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,8257833,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,15662544,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,10240037,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,16283450,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,16630709,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,3347992,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,71591428,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,16656567,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,73086547,514,ORTOPEDIA Y TRAUMATOLOGIA,13,BOLIVAR
2010,71733021,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,70566292,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,10527507,341,GINECOLOGIA Y OBSTETRICIA,66,RISARALDA
2010,9510633,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,10479721,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,19066018,514,ORTOPEDIA Y TRAUMATOLOGIA,11,BOGOTA
2010,10272829,999,MEDICINA GENERAL,17,CALDAS
2010,16672070,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,37272,750,UROLOGIA,05,ANTIOQUIA
2010,16606721,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,7452811,465,VASCULAR PERIFERICO,05,ANTIOQUIA
2010,9092112,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,10254423,480,OFTALMOLOGIA,17,CALDAS
2010,71621984,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,63321202,521,OTORRINOLARINGOLOGIA,68,SANTANDER
2010,16683918,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,16261328,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,16621155,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,16666643,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,92504751,465,VASCULAR PERIFERICO,08,ATLANTICO
2010,98543791,137,CIRUGIA GENERAL,05,ANTIOQUIA
2010,6881288,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,42897032,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,10144896,341,GINECOLOGIA Y OBSTETRICIA,66,RISARALDA
2010,41682447,485,OFTALMOLOGIA PEDIATRICA,11,BOGOTA
2010,70103039,137,CIRUGIA GENERAL,05,ANTIOQUIA
2010,14944054,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,17138438,132,CIURGIA DE LA MAMA Y TUM. DE TEJIDOS BLA,11,BOGOTA
2010,66986338,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2010,3558633,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,6582034,750,UROLOGIA,05,ANTIOQUIA
2010,16629449,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,19389069,514,ORTOPEDIA Y TRAUMATOLOGIA,63,QUINDIO
2010,70558775,750,UROLOGIA,05,ANTIOQUIA
2010,8306342,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,7549309,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,14444354,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,8719643,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2010,80419892,750,UROLOGIA,11,BOGOTA
2010,25268941,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2010,19184508,514,ORTOPEDIA Y TRAUMATOLOGIA,11,BOGOTA
2010,92499413,341,GINECOLOGIA Y OBSTETRICIA,70,SUCRE
2010,51628141,480,OFTALMOLOGIA,11,BOGOTA
2010,14882670,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,3351499,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,19381427,521,OTORRINOLARINGOLOGIA,50,META
2010,41713085,200,DERMATOLOGIA,66,RISARALDA
2010,72137462,750,UROLOGIA,08,ATLANTICO
2010,9093493,441,NEUROLOGIA,13,BOLIVAR
2010,2889108,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,8309492,750,UROLOGIA,05,ANTIOQUIA
2010,70506034,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,8715729,480,OFTALMOLOGIA,08,ATLANTICO
2010,14974933,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,43524975,200,DERMATOLOGIA,05,ANTIOQUIA
2010,19390450,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2010,79348402,341,GINECOLOGIA Y OBSTETRICIA,73,TOLIMA
2010,39781594,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,8241424,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,79115427,750,UROLOGIA,11,BOGOTA
2010,70061243,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,38425,137,CIRUGIA GENERAL,05,ANTIOQUIA
2010,98546725,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,42890107,200,DERMATOLOGIA,05,ANTIOQUIA
2010,72216677,521,OTORRINOLARINGOLOGIA,08,ATLANTICO
2010,70566110,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,79230549,142,CIRUGIA PEDIATRICA,11,BOGOTA
2010,9314860,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,13841788,341,GINECOLOGIA Y OBSTETRICIA,68,SANTANDER
2010,71664082,750,UROLOGIA,05,ANTIOQUIA
2010,71604098,310,GASTROENTEROLOGIA,05,ANTIOQUIA
2010,71603006,440,NEUROCIRUGIA,05,ANTIOQUIA
2010,15016396,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,17078990,480,OFTALMOLOGIA,54,N. DE SANTANDER
2010,19244859,152,CIRUGIA DE COLUMNA,11,BOGOTA
2010,16604931,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,71581098,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,7426370,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,10543283,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,5039,131,CIRUGIA DE CABEZA Y CUELLO,05,ANTIOQUIA
2010,70043155,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,6492620,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,2756400,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,72170178,440,NEUROCIRUGIA,08,ATLANTICO
2010,16581904,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,3323856,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,30764431,341,GINECOLOGIA Y OBSTETRICIA,13,BOLIVAR
2010,71663804,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,16732802,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,13451541,480,OFTALMOLOGIA,11,BOGOTA
2010,13828230,341,GINECOLOGIA Y OBSTETRICIA,68,SANTANDER
2010,87245450,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,17145536,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,32423635,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,13805040,521,OTORRINOLARINGOLOGIA,54,N. DE SANTANDER
2010,32449155,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,8533582,750,UROLOGIA,08,ATLANTICO
2010,19478147,514,ORTOPEDIA Y TRAUMATOLOGIA,11,BOGOTA
2010,19168642,340,GINECOLOGIA ONCOLOGICA,11,BOGOTA
2010,19263445,480,OFTALMOLOGIA,11,BOGOTA
2010,30281070,200,DERMATOLOGIA,63,QUINDIO
2010,19124189,750,UROLOGIA,11,BOGOTA
2010,13439059,137,CIRUGIA GENERAL,54,N. DE SANTANDER
2010,51633705,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2010,33151413,200,DERMATOLOGIA,13,BOLIVAR
2010,79451776,120,CARDIOLOGIA,11,BOGOTA
2010,35497711,480,OFTALMOLOGIA,11,BOGOTA
2010,98543766,130,CIRUGIA CARDIOVASCULAR,05,ANTIOQUIA
2010,8273833,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,511573,750,UROLOGIA,05,ANTIOQUIA
2010,19198702,341,GINECOLOGIA Y OBSTETRICIA,63,QUINDIO
2010,9078245,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,19181599,465,VASCULAR PERIFERICO,68,SANTANDER
2010,32692249,521,OTORRINOLARINGOLOGIA,08,ATLANTICO
2010,32076882,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,71689629,310,GASTROENTEROLOGIA,05,ANTIOQUIA
2010,16820564,514,ORTOPEDIA Y TRAUMATOLOGIA,76,VALLE DEL CAUCA
2010,70557247,200,DERMATOLOGIA,05,ANTIOQUIA
2010,71634332,465,VASCULAR PERIFERICO,05,ANTIOQUIA
2010,16361548,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,19188542,120,CARDIOLOGIA,54,N. DE SANTANDER
2010,79148015,137,CIRUGIA GENERAL,11,BOGOTA
2010,71679167,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,10217154,514,ORTOPEDIA Y TRAUMATOLOGIA,17,CALDAS
2010,9084662,514,ORTOPEDIA Y TRAUMATOLOGIA,13,BOLIVAR
2010,79355425,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2010,6095066,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,19094945,132,CIURGIA DE LA MAMA Y TUM. DE TEJIDOS BLA,11,BOGOTA
2010,19111501,130,CIRUGIA CARDIOVASCULAR,05,ANTIOQUIA
2010,63275189,480,OFTALMOLOGIA,68,SANTANDER
2010,19373129,525,OTORRINOLARINGOLOGIA PEDIATRICA,11,BOGOTA
2010,8683220,521,OTORRINOLARINGOLOGIA,08,ATLANTICO
2010,16760304,200,DERMATOLOGIA,76,VALLE DEL CAUCA
2010,79427510,480,OFTALMOLOGIA,63,QUINDIO
2010,32662136,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2010,92523366,521,OTORRINOLARINGOLOGIA,70,SUCRE
2010,17148173,480,OFTALMOLOGIA,11,BOGOTA
2010,43035160,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,6784103,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,16256354,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,3013956,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,32508057,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,73105479,750,UROLOGIA,13,BOLIVAR
2010,3350514,750,UROLOGIA,05,ANTIOQUIA
2010,79577477,133,CIRUGIA DE LA MANO,11,BOGOTA
2010,19109249,514,ORTOPEDIA Y TRAUMATOLOGIA,11,BOGOTA
2010,71586781,521,OTORRINOLARINGOLOGIA,05,ANTIOQUIA
2010,79542488,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,19386707,480,OFTALMOLOGIA,11,BOGOTA
2010,162336,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,14963956,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,66920984,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,70075229,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,16609462,343,GINECOLOGIA Y ENDOCRINOLOGIA,76,VALLE DEL CAUCA
2010,70562707,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,70099144,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,10214388,521,OTORRINOLARINGOLOGIA,17,CALDAS
2010,73133878,514,ORTOPEDIA Y TRAUMATOLOGIA,13,BOLIVAR
2010,79424675,132,CIURGIA DE LA MAMA Y TUM. DE TEJIDOS BLA,11,BOGOTA
2010,9074037,341,GINECOLOGIA Y OBSTETRICIA,13,BOLIVAR
2010,71741118,750,UROLOGIA,05,ANTIOQUIA
2010,16635285,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,31989737,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,98569104,750,UROLOGIA,05,ANTIOQUIA
2010,8285702,750,UROLOGIA,05,ANTIOQUIA
2010,14960261,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,71669066,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,73077121,341,GINECOLOGIA Y OBSTETRICIA,13,BOLIVAR
2010,31893862,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,32703859,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2010,16354058,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,31830365,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,8212103,350,HEMATO ONCOLOGIA,05,ANTIOQUIA
2010,79292532,750,UROLOGIA,11,BOGOTA
2010,7412354,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,80470182,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,71648746,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,10528930,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,14982210,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,71619132,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,8281511,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,79143724,514,ORTOPEDIA Y TRAUMATOLOGIA,11,BOGOTA
2010,80409255,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,16742606,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,21765872,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,72143661,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2010,19450598,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,79152223,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2010,79149961,515,ORTOPEDIA Y TRAUMATOLOGIA PEDIATRICA,11,BOGOTA
2010,98553115,750,UROLOGIA,05,ANTIOQUIA
2010,5565146,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,73078860,750,UROLOGIA,08,ATLANTICO
2010,17070755,341,GINECOLOGIA Y OBSTETRICIA,68,SANTANDER
2010,19091904,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2010,19498050,514,ORTOPEDIA Y TRAUMATOLOGIA,68,SANTANDER
2010,71620829,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,70064295,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,8281357,514,ORTOPEDIA Y TRAUMATOLOGIA,05,ANTIOQUIA
2010,13448326,521,OTORRINOLARINGOLOGIA,54,N. DE SANTANDER
2010,7548174,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,71610323,200,DERMATOLOGIA,05,ANTIOQUIA
2010,21068926,521,OTORRINOLARINGOLOGIA,11,BOGOTA
2010,31241467,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,19260343,750,UROLOGIA,63,QUINDIO
2010,73121273,521,OTORRINOLARINGOLOGIA,76,VALLE DEL CAUCA
2010,71594222,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,32667784,200,DERMATOLOGIA,05,ANTIOQUIA
2010,45479285,310,GASTROENTEROLOGIA,08,ATLANTICO
2010,71630032,130,CIRUGIA CARDIOVASCULAR,05,ANTIOQUIA
2010,19445623,750,UROLOGIA,68,SANTANDER
2010,16655249,147,CIRUGIA PLASTICA ONCOLOGICA,05,ANTIOQUIA
2010,42752608,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,8319154,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,16632800,240,ENDOCRINOLOGIA,76,VALLE DEL CAUCA
2010,93119217,480,OFTALMOLOGIA,11,BOGOTA
2010,16584381,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,16609461,480,OFTALMOLOGIA,76,VALLE DEL CAUCA
2010,17041706,136,CIRUGIA GASTROINTESTINAL,76,VALLE DEL CAUCA
2010,32447405,480,OFTALMOLOGIA,05,ANTIOQUIA
2010,32490181,200,DERMATOLOGIA,05,ANTIOQUIA
2010,504510,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,52647543,750,UROLOGIA,11,BOGOTA
2010,71786110,440,NEUROCIRUGIA,05,ANTIOQUIA
2010,13445998,521,OTORRINOLARINGOLOGIA,54,N. DE SANTANDER
2010,79368429,480,OFTALMOLOGIA,11,BOGOTA
2010,78689767,137,CIRUGIA GENERAL,23,CORDOBA
2010,19442848,341,GINECOLOGIA Y OBSTETRICIA,11,BOGOTA
2010,8352938,341,GINECOLOGIA Y OBSTETRICIA,05,ANTIOQUIA
2010,8673640,341,GINECOLOGIA Y OBSTETRICIA,08,ATLANTICO
2010,70100238,480,OFTALMOLOGIA,11,BOGOTA
2010,8754867,750,UROLOGIA,08,ATLANTICO
2010,10539209,341,GINECOLOGIA Y OBSTETRICIA,76,VALLE DEL CAUCA
2010,73078255,341,GINECOLOGIA Y OBSTETRICIA,13,BOLIVAR
