index,doc_code,spec_code,spec_es,spec_en,year,n_visits,n_surgeries,n_patients,c_visit,c_surgery,dep_code,department
4354,71581985,514,ortopedia y traumatologia,orthopedics and traumatology,2010,142,4,90,31.1,312.6,5,antioquia
4355,71594272,514,ortopedia y traumatologia,orthopedics and traumatology,2010,54,31,79,31.1,312.6,5,antioquia
4356,71598304,514,ortopedia y traumatologia,orthopedics and traumatology,2010,79,8,61,31.1,312.6,5,antioquia
4357,71604631,514,ortopedia y traumatologia,orthopedics and traumatology,2010,95,13,86,31.1,312.6,5,antioquia
4358,71610528,514,ortopedia y traumatologia,orthopedics and traumatology,2010,106,12,74,31.1,312.6,5,antioquia
4359,71611289,514,ortopedia y traumatologia,orthopedics and traumatology,2010,340,26,232,31.1,312.6,5,antioquia
4360,71611576,514,ortopedia y traumatologia,orthopedics and traumatology,2010,6,6,14,31.1,312.6,5,antioquia
4361,71620829,514,ortopedia y traumatologia,orthopedics and traumatology,2010,54,2,45,31.1,312.6,5,antioquia
4362,71644493,514,ortopedia y traumatologia,orthopedics and traumatology,2010,81,6,69,31.1,312.6,5,antioquia
4363,79151262,514,ortopedia y traumatologia,orthopedics and traumatology,2010,19,2,6,31.1,312.6,11,bogota
4364,71661507,514,ortopedia y traumatologia,orthopedics and traumatology,2010,81,9,74,31.1,312.6,5,antioquia
4365,79153252,514,ortopedia y traumatologia,orthopedics and traumatology,2010,45,1,38,31.1,312.6,11,bogota
4366,79159758,514,ortopedia y traumatologia,orthopedics and traumatology,2010,31,2,26,31.1,312.6,5,antioquia
4367,8314851,514,ortopedia y traumatologia,orthopedics and traumatology,2010,134,153,318,31.1,312.6,5,antioquia
4368,8533914,514,ortopedia y traumatologia,orthopedics and traumatology,2010,21,2,22,31.1,312.6,11,bogota
4369,8533917,514,ortopedia y traumatologia,orthopedics and traumatology,2010,111,19,106,31.1,312.6,8,atlantico
4370,85465521,514,ortopedia y traumatologia,orthopedics and traumatology,2010,44,5,30,31.1,312.6,11,bogota
4371,8670598,514,ortopedia y traumatologia,orthopedics and traumatology,2010,71,5,48,31.1,312.6,76,valle del cauca
4372,8690523,514,ortopedia y traumatologia,orthopedics and traumatology,2010,174,2,132,31.1,312.6,8,atlantico
4373,8693670,514,ortopedia y traumatologia,orthopedics and traumatology,2010,12,4,13,31.1,312.6,8,atlantico
4374,8698094,514,ortopedia y traumatologia,orthopedics and traumatology,2010,122,10,92,31.1,312.6,8,atlantico
4375,8709857,514,ortopedia y traumatologia,orthopedics and traumatology,2010,19,11,26,31.1,312.6,8,atlantico
4376,87245450,514,ortopedia y traumatologia,orthopedics and traumatology,2010,21,1,16,31.1,312.6,76,valle del cauca
4377,8729936,514,ortopedia y traumatologia,orthopedics and traumatology,2010,331,142,357,31.1,312.6,8,atlantico
4378,88136367,514,ortopedia y traumatologia,orthopedics and traumatology,2010,111,30,133,31.1,312.6,54,n. de santander
4379,89004608,514,ortopedia y traumatologia,orthopedics and traumatology,2010,32,1,25,31.1,312.6,63,quindio
4380,9084662,514,ortopedia y traumatologia,orthopedics and traumatology,2010,158,7,138,31.1,312.6,13,bolivar
4381,9089843,514,ortopedia y traumatologia,orthopedics and traumatology,2010,46,42,74,31.1,312.6,8,atlantico
4382,9092112,514,ortopedia y traumatologia,orthopedics and traumatology,2010,18,1,16,31.1,312.6,5,antioquia
4383,9113982,514,ortopedia y traumatologia,orthopedics and traumatology,2010,151,5,112,31.1,312.6,5,antioquia
4384,91229420,514,ortopedia y traumatologia,orthopedics and traumatology,2010,36,5,30,31.1,312.6,68,santander
4385,91231451,514,ortopedia y traumatologia,orthopedics and traumatology,2010,26,2,18,31.1,312.6,68,santander
4386,91254757,514,ortopedia y traumatologia,orthopedics and traumatology,2010,64,4,42,31.1,312.6,68,santander
4387,9135504,514,ortopedia y traumatologia,orthopedics and traumatology,2010,81,14,74,31.1,312.6,23,cordoba
4388,9522764,514,ortopedia y traumatologia,orthopedics and traumatology,2010,155,16,89,31.1,312.6,5,antioquia
4389,98546725,514,ortopedia y traumatologia,orthopedics and traumatology,2010,59,3,46,31.1,312.6,5,antioquia
4390,98547830,514,ortopedia y traumatologia,orthopedics and traumatology,2010,110,12,111,31.1,312.6,5,antioquia
4391,70076948,514,ortopedia y traumatologia,orthopedics and traumatology,2010,159,11,161,31.1,312.6,5,antioquia
4392,8311710,514,ortopedia y traumatologia,orthopedics and traumatology,2010,207,313,527,31.1,312.6,5,antioquia
4393,8311325,514,ortopedia y traumatologia,orthopedics and traumatology,2010,230,25,179,31.1,312.6,5,antioquia
4394,8307723,514,ortopedia y traumatologia,orthopedics and traumatology,2010,208,41,169,31.1,312.6,5,antioquia
4395,8307507,514,ortopedia y traumatologia,orthopedics and traumatology,2010,113,24,120,31.1,312.6,5,antioquia
4396,79234955,514,ortopedia y traumatologia,orthopedics and traumatology,2010,121,15,82,31.1,312.6,5,antioquia
4397,79235428,514,ortopedia y traumatologia,orthopedics and traumatology,2010,11,1,12,31.1,312.6,76,valle del cauca
4398,79235607,514,ortopedia y traumatologia,orthopedics and traumatology,2010,53,13,48,31.1,312.6,66,risaralda
4399,79265496,514,ortopedia y traumatologia,orthopedics and traumatology,2010,40,1,31,31.1,312.6,11,bogota
4400,79288027,514,ortopedia y traumatologia,orthopedics and traumatology,2010,11,3,28,31.1,312.6,63,quindio
4401,79490734,514,ortopedia y traumatologia,orthopedics and traumatology,2010,71,12,68,31.1,312.6,76,valle del cauca
4402,79506160,514,ortopedia y traumatologia,orthopedics and traumatology,2010,217,60,153,31.1,312.6,5,antioquia
4403,79591950,514,ortopedia y traumatologia,orthopedics and traumatology,2010,24,10,34,31.1,312.6,5,antioquia
4404,80408461,514,ortopedia y traumatologia,orthopedics and traumatology,2010,79,1,56,31.1,312.6,11,bogota
4405,80410490,514,ortopedia y traumatologia,orthopedics and traumatology,2010,64,4,42,31.1,312.6,11,bogota
4406,80418342,514,ortopedia y traumatologia,orthopedics and traumatology,2010,56,6,30,31.1,312.6,50,meta
4407,8215224,514,ortopedia y traumatologia,orthopedics and traumatology,2010,27,3,38,31.1,312.6,5,antioquia
4408,79156626,514,ortopedia y traumatologia,orthopedics and traumatology,2010,9,1,4,31.1,312.6,11,bogota
4409,8257833,514,ortopedia y traumatologia,orthopedics and traumatology,2010,52,3,46,31.1,312.6,5,antioquia
4410,8262106,514,ortopedia y traumatologia,orthopedics and traumatology,2010,237,41,248,31.1,312.6,5,antioquia
4411,8271248,514,ortopedia y traumatologia,orthopedics and traumatology,2010,217,13,143,31.1,312.6,5,antioquia
4412,8274223,514,ortopedia y traumatologia,orthopedics and traumatology,2010,133,17,128,31.1,312.6,5,antioquia
4413,8278192,514,ortopedia y traumatologia,orthopedics and traumatology,2010,138,57,260,31.1,312.6,5,antioquia
4414,8281357,514,ortopedia y traumatologia,orthopedics and traumatology,2010,27,1,24,31.1,312.6,5,antioquia
4415,8287116,514,ortopedia y traumatologia,orthopedics and traumatology,2010,193,16,149,31.1,312.6,5,antioquia
4416,8288281,514,ortopedia y traumatologia,orthopedics and traumatology,2010,6,3,17,31.1,312.6,63,quindio
4417,8288962,514,ortopedia y traumatologia,orthopedics and traumatology,2010,271,16,181,31.1,312.6,5,antioquia
4418,8297618,514,ortopedia y traumatologia,orthopedics and traumatology,2010,48,95,140,31.1,312.6,5,antioquia
4419,8298447,514,ortopedia y traumatologia,orthopedics and traumatology,2010,4,5,14,31.1,312.6,5,antioquia
4420,8302574,514,ortopedia y traumatologia,orthopedics and traumatology,2010,190,11,142,31.1,312.6,5,antioquia
4421,8306483,514,ortopedia y traumatologia,orthopedics and traumatology,2010,18,50,79,31.1,312.6,5,antioquia
4422,8258813,514,ortopedia y traumatologia,orthopedics and traumatology,2010,67,7,67,31.1,312.6,5,antioquia
4423,70074689,514,ortopedia y traumatologia,orthopedics and traumatology,2010,665,98,483,31.1,312.6,5,antioquia
4424,70094354,514,ortopedia y traumatologia,orthopedics and traumatology,2010,83,8,56,31.1,312.6,5,antioquia
4425,70033583,514,ortopedia y traumatologia,orthopedics and traumatology,2010,60,2,50,31.1,312.6,5,antioquia
4426,14885128,514,ortopedia y traumatologia,orthopedics and traumatology,2010,31,2,23,31.1,312.6,76,valle del cauca
4427,14889499,514,ortopedia y traumatologia,orthopedics and traumatology,2010,32,1,26,31.1,312.6,76,valle del cauca
4428,14892113,514,ortopedia y traumatologia,orthopedics and traumatology,2010,159,5,132,31.1,312.6,76,valle del cauca
4429,14952362,514,ortopedia y traumatologia,orthopedics and traumatology,2010,64,1,49,31.1,312.6,76,valle del cauca
4430,15016396,514,ortopedia y traumatologia,orthopedics and traumatology,2010,80,4,82,31.1,312.6,5,antioquia
4431,15251830,514,ortopedia y traumatologia,orthopedics and traumatology,2010,52,4,52,31.1,312.6,5,antioquia
4432,15346981,514,ortopedia y traumatologia,orthopedics and traumatology,2010,915,72,785,31.1,312.6,5,antioquia
4433,15347848,514,ortopedia y traumatologia,orthopedics and traumatology,2010,157,24,126,31.1,312.6,5,antioquia
4434,16218787,514,ortopedia y traumatologia,orthopedics and traumatology,2010,40,1,37,31.1,312.6,76,valle del cauca
4435,16261328,514,ortopedia y traumatologia,orthopedics and traumatology,2010,18,1,19,31.1,312.6,76,valle del cauca
4436,16264762,514,ortopedia y traumatologia,orthopedics and traumatology,2010,1,1,1,31.1,312.6,5,antioquia
4437,16269674,514,ortopedia y traumatologia,orthopedics and traumatology,2010,387,44,308,31.1,312.6,76,valle del cauca
4438,14884250,514,ortopedia y traumatologia,orthopedics and traumatology,2010,10,1,10,31.1,312.6,76,valle del cauca
4439,16270041,514,ortopedia y traumatologia,orthopedics and traumatology,2010,79,2,60,31.1,312.6,76,valle del cauca
4440,16272102,514,ortopedia y traumatologia,orthopedics and traumatology,2010,4,1,4,31.1,312.6,76,valle del cauca
4441,16283450,514,ortopedia y traumatologia,orthopedics and traumatology,2010,122,7,106,31.1,312.6,76,valle del cauca
4442,16353976,514,ortopedia y traumatologia,orthopedics and traumatology,2010,21,4,21,31.1,312.6,76,valle del cauca
4443,16450865,514,ortopedia y traumatologia,orthopedics and traumatology,2010,150,33,123,31.1,312.6,76,valle del cauca
4444,16451481,514,ortopedia y traumatologia,orthopedics and traumatology,2010,11,2,14,31.1,312.6,76,valle del cauca
4445,16547684,514,ortopedia y traumatologia,orthopedics and traumatology,2010,49,6,49,31.1,312.6,5,antioquia
4446,16604931,514,ortopedia y traumatologia,orthopedics and traumatology,2010,101,5,72,31.1,312.6,76,valle del cauca
4447,16629449,514,ortopedia y traumatologia,orthopedics and traumatology,2010,111,6,96,31.1,312.6,76,valle del cauca
4448,16634689,514,ortopedia y traumatologia,orthopedics and traumatology,2010,89,7,74,31.1,312.6,76,valle del cauca
4449,16643984,514,ortopedia y traumatologia,orthopedics and traumatology,2010,67,2,57,31.1,312.6,76,valle del cauca
4450,16644032,514,ortopedia y traumatologia,orthopedics and traumatology,2010,119,2,84,31.1,312.6,76,valle del cauca
4451,16660431,514,ortopedia y traumatologia,orthopedics and traumatology,2010,168,14,120,31.1,312.6,76,valle del cauca
4452,16271987,514,ortopedia y traumatologia,orthopedics and traumatology,2010,5,1,5,31.1,312.6,76,valle del cauca
4453,14884199,514,ortopedia y traumatologia,orthopedics and traumatology,2010,8,15,24,31.1,312.6,5,antioquia
4454,14882670,514,ortopedia y traumatologia,orthopedics and traumatology,2010,95,5,63,31.1,312.6,76,valle del cauca
4455,14268096,514,ortopedia y traumatologia,orthopedics and traumatology,2010,58,1,46,31.1,312.6,5,antioquia
4456,10214934,514,ortopedia y traumatologia,orthopedics and traumatology,2010,84,2,58,31.1,312.6,11,bogota
4457,10118360,514,ortopedia y traumatologia,orthopedics and traumatology,2010,5,1,4,31.1,312.6,66,risaralda
4458,10108416,514,ortopedia y traumatologia,orthopedics and traumatology,2010,7,3,7,31.1,312.6,66,risaralda
4459,10106736,514,ortopedia y traumatologia,orthopedics and traumatology,2010,46,5,46,31.1,312.6,66,risaralda
4460,10086679,514,ortopedia y traumatologia,orthopedics and traumatology,2010,178,15,131,31.1,312.6,66,risaralda
4461,10217154,514,ortopedia y traumatologia,orthopedics and traumatology,2010,45,2,39,31.1,312.6,17,caldas
4462,10240900,514,ortopedia y traumatologia,orthopedics and traumatology,2010,44,6,37,31.1,312.6,17,caldas
4463,10242937,514,ortopedia y traumatologia,orthopedics and traumatology,2010,1,1,2,31.1,312.6,17,caldas
4464,10250389,514,ortopedia y traumatologia,orthopedics and traumatology,2010,108,38,121,31.1,312.6,17,caldas
4465,10260259,514,ortopedia y traumatologia,orthopedics and traumatology,2010,49,10,53,31.1,312.6,17,caldas
4466,10517514,514,ortopedia y traumatologia,orthopedics and traumatology,2010,47,1,39,31.1,312.6,13,bolivar
4467,11378535,514,ortopedia y traumatologia,orthopedics and traumatology,2010,103,8,49,31.1,312.6,11,bogota
4468,11379811,514,ortopedia y traumatologia,orthopedics and traumatology,2010,66,1,51,31.1,312.6,11,bogota
4469,12114566,514,ortopedia y traumatologia,orthopedics and traumatology,2010,7,1,7,31.1,312.6,5,antioquia
4470,12544286,514,ortopedia y traumatologia,orthopedics and traumatology,2010,126,8,97,31.1,312.6,8,atlantico
4471,12547744,514,ortopedia y traumatologia,orthopedics and traumatology,2010,13,1,10,31.1,312.6,11,bogota
4472,12624106,514,ortopedia y traumatologia,orthopedics and traumatology,2010,8,1,7,31.1,312.6,47,magdalena
4473,13258567,514,ortopedia y traumatologia,orthopedics and traumatology,2010,2,1,3,31.1,312.6,54,n. de santander
4474,13446105,514,ortopedia y traumatologia,orthopedics and traumatology,2010,18,67,99,31.1,312.6,5,antioquia
4475,13450677,514,ortopedia y traumatologia,orthopedics and traumatology,2010,3,1,5,31.1,312.6,5,antioquia
4476,13472245,514,ortopedia y traumatologia,orthopedics and traumatology,2010,115,3,92,31.1,312.6,54,n. de santander
4477,13802873,514,ortopedia y traumatologia,orthopedics and traumatology,2010,31,8,30,31.1,312.6,68,santander
4478,13834438,514,ortopedia y traumatologia,orthopedics and traumatology,2010,30,4,26,31.1,312.6,68,santander
4479,13844165,514,ortopedia y traumatologia,orthopedics and traumatology,2010,41,12,41,31.1,312.6,68,santander
4480,14217113,514,ortopedia y traumatologia,orthopedics and traumatology,2010,52,5,40,31.1,312.6,73,tolima
4481,14227670,514,ortopedia y traumatologia,orthopedics and traumatology,2010,46,6,32,31.1,312.6,73,tolima
4482,14242108,514,ortopedia y traumatologia,orthopedics and traumatology,2010,41,1,28,31.1,312.6,73,tolima
4483,16671269,514,ortopedia y traumatologia,orthopedics and traumatology,2010,13,2,12,31.1,312.6,5,antioquia
4484,16684725,514,ortopedia y traumatologia,orthopedics and traumatology,2010,64,8,48,31.1,312.6,76,valle del cauca
4485,12711556,514,ortopedia y traumatologia,orthopedics and traumatology,2010,17,24,43,31.1,312.6,8,atlantico
4486,16703018,514,ortopedia y traumatologia,orthopedics and traumatology,2010,229,40,148,31.1,312.6,76,valle del cauca
4487,19478147,514,ortopedia y traumatologia,orthopedics and traumatology,2010,106,5,64,31.1,312.6,11,bogota
4488,19492451,514,ortopedia y traumatologia,orthopedics and traumatology,2010,15,1,16,31.1,312.6,23,cordoba
4489,19495102,514,ortopedia y traumatologia,orthopedics and traumatology,2010,39,7,35,31.1,312.6,5,antioquia
4490,19498050,514,ortopedia y traumatologia,orthopedics and traumatology,2010,27,1,22,31.1,312.6,68,santander
4491,247936,514,ortopedia y traumatologia,orthopedics and traumatology,2010,75,1,52,31.1,312.6,5,antioquia
4492,2773630,514,ortopedia y traumatologia,orthopedics and traumatology,2010,17,1,17,31.1,312.6,5,antioquia
4493,2915691,514,ortopedia y traumatologia,orthopedics and traumatology,2010,12,1,12,31.1,312.6,5,antioquia
4494,3227076,514,ortopedia y traumatologia,orthopedics and traumatology,2010,135,8,83,31.1,312.6,5,antioquia
4495,32427768,514,ortopedia y traumatologia,orthopedics and traumatology,2010,86,6,77,31.1,312.6,5,antioquia
4496,3250582,514,ortopedia y traumatologia,orthopedics and traumatology,2010,68,5,51,31.1,312.6,5,antioquia
4497,32725287,514,ortopedia y traumatologia,orthopedics and traumatology,2010,4,3,8,31.1,312.6,8,atlantico
4498,3329786,514,ortopedia y traumatologia,orthopedics and traumatology,2010,50,6,78,31.1,312.6,5,antioquia
4499,3347783,514,ortopedia y traumatologia,orthopedics and traumatology,2010,36,1,36,31.1,312.6,5,antioquia
4500,3695604,514,ortopedia y traumatologia,orthopedics and traumatology,2010,143,2,94,31.1,312.6,5,antioquia
4501,42899024,514,ortopedia y traumatologia,orthopedics and traumatology,2010,146,2,128,31.1,312.6,5,antioquia
4502,4606622,514,ortopedia y traumatologia,orthopedics and traumatology,2010,23,3,25,31.1,312.6,5,antioquia
4503,4609621,514,ortopedia y traumatologia,orthopedics and traumatology,2010,28,7,27,31.1,312.6,5,antioquia
4504,6007803,514,ortopedia y traumatologia,orthopedics and traumatology,2010,64,7,62,31.1,312.6,5,antioquia
4505,6095066,514,ortopedia y traumatologia,orthopedics and traumatology,2010,23,1,13,31.1,312.6,5,antioquia
4506,6184213,514,ortopedia y traumatologia,orthopedics and traumatology,2010,316,4,274,31.1,312.6,5,antioquia
4507,6265423,514,ortopedia y traumatologia,orthopedics and traumatology,2010,124,12,72,31.1,312.6,5,antioquia
4508,6813651,514,ortopedia y traumatologia,orthopedics and traumatology,2010,32,1,23,31.1,312.6,5,antioquia
4509,6816199,514,ortopedia y traumatologia,orthopedics and traumatology,2010,74,2,75,31.1,312.6,5,antioquia
4510,6881288,514,ortopedia y traumatologia,orthopedics and traumatology,2010,218,12,161,31.1,312.6,5,antioquia
4511,6894279,514,ortopedia y traumatologia,orthopedics and traumatology,2010,7,1,6,31.1,312.6,5,antioquia
4512,70030735,514,ortopedia y traumatologia,orthopedics and traumatology,2010,256,65,345,31.1,312.6,5,antioquia
4513,16689168,514,ortopedia y traumatologia,orthopedics and traumatology,2010,25,35,74,31.1,312.6,5,antioquia
4514,19469498,514,ortopedia y traumatologia,orthopedics and traumatology,2010,124,15,106,31.1,312.6,5,antioquia
4515,19465693,514,ortopedia y traumatologia,orthopedics and traumatology,2010,50,3,42,31.1,312.6,5,antioquia
4516,70041775,514,ortopedia y traumatologia,orthopedics and traumatology,2010,31,47,187,31.1,312.6,5,antioquia
4517,19449431,514,ortopedia y traumatologia,orthopedics and traumatology,2010,39,1,30,31.1,312.6,76,valle del cauca
4518,19458991,514,ortopedia y traumatologia,orthopedics and traumatology,2010,31,1,22,31.1,312.6,11,bogota
4519,16714127,514,ortopedia y traumatologia,orthopedics and traumatology,2010,2,1,3,31.1,312.6,76,valle del cauca
4520,16714746,514,ortopedia y traumatologia,orthopedics and traumatology,2010,414,24,273,31.1,312.6,76,valle del cauca
4521,16740074,514,ortopedia y traumatologia,orthopedics and traumatology,2010,50,5,45,31.1,312.6,76,valle del cauca
4522,16765227,514,ortopedia y traumatologia,orthopedics and traumatology,2010,100,1,69,31.1,312.6,76,valle del cauca
4523,16770896,514,ortopedia y traumatologia,orthopedics and traumatology,2010,57,8,52,31.1,312.6,76,valle del cauca
4524,16820564,514,ortopedia y traumatologia,orthopedics and traumatology,2010,133,6,104,31.1,312.6,76,valle del cauca
4525,17018849,514,ortopedia y traumatologia,orthopedics and traumatology,2010,41,47,87,31.1,312.6,8,atlantico
4526,17134099,514,ortopedia y traumatologia,orthopedics and traumatology,2010,44,1,30,31.1,312.6,11,bogota
4527,17155046,514,ortopedia y traumatologia,orthopedics and traumatology,2010,33,9,39,31.1,312.6,5,antioquia
4528,17164820,514,ortopedia y traumatologia,orthopedics and traumatology,2010,157,11,93,31.1,312.6,11,bogota
4529,19050963,514,ortopedia y traumatologia,orthopedics and traumatology,2010,25,3,23,31.1,312.6,8,atlantico
4530,19066018,514,ortopedia y traumatologia,orthopedics and traumatology,2010,144,8,68,31.1,312.6,11,bogota
4531,19067267,514,ortopedia y traumatologia,orthopedics and traumatology,2010,75,2,49,31.1,312.6,11,bogota
4532,16732802,514,ortopedia y traumatologia,orthopedics and traumatology,2010,104,5,94,31.1,312.6,76,valle del cauca
4533,19109249,514,ortopedia y traumatologia,orthopedics and traumatology,2010,48,2,37,31.1,312.6,11,bogota
4534,19078799,514,ortopedia y traumatologia,orthopedics and traumatology,2010,65,2,50,31.1,312.6,11,bogota
4535,19389069,514,ortopedia y traumatologia,orthopedics and traumatology,2010,37,2,33,31.1,312.6,63,quindio
4536,19333825,514,ortopedia y traumatologia,orthopedics and traumatology,2010,45,11,30,31.1,312.6,54,n. de santander
4537,19331845,514,ortopedia y traumatologia,orthopedics and traumatology,2010,8,1,2,31.1,312.6,11,bogota
4538,19327076,514,ortopedia y traumatologia,orthopedics and traumatology,2010,17,1,15,31.1,312.6,41,huila
4539,19249648,514,ortopedia y traumatologia,orthopedics and traumatology,2010,357,11,124,31.1,312.6,11,bogota
4540,19404463,514,ortopedia y traumatologia,orthopedics and traumatology,2010,135,11,121,31.1,312.6,8,atlantico
4541,19184508,514,ortopedia y traumatologia,orthopedics and traumatology,2010,95,5,50,31.1,312.6,11,bogota
4542,19159309,514,ortopedia y traumatologia,orthopedics and traumatology,2010,30,1,22,31.1,312.6,17,caldas
4543,19171326,514,ortopedia y traumatologia,orthopedics and traumatology,2010,3,1,4,31.1,312.6,5,antioquia
4544,19186921,514,ortopedia y traumatologia,orthopedics and traumatology,2010,72,7,43,31.1,312.6,11,bogota
4545,19163923,514,ortopedia y traumatologia,orthopedics and traumatology,2010,73,2,52,31.1,312.6,11,bogota
4546,167827,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,41,1,29,28.89,236.69,5,antioquia
4547,19165778,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,300,10,189,28.89,236.69,11,bogota
4548,51897880,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,50,1,36,28.89,236.69,11,bogota
4549,71577078,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,114,2,66,28.89,236.69,11,bogota
4550,71664405,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,274,23,258,28.89,236.69,5,antioquia
4551,79149961,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,107,4,73,28.89,236.69,11,bogota
4552,79272582,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,224,2,161,28.89,236.69,11,bogota
4553,79417410,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,63,1,40,28.89,236.69,11,bogota
4554,8717895,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,504,13,344,28.89,236.69,8,atlantico
4555,88201284,515,ortopedia y traumatologia pediatrica,pediatric orthopedics and traumatology,2010,149,15,124,28.89,236.69,54,n. de santander
4556,16647225,516,ortopedia y cirugia artroscopica,orthopedics and arthroscopic surgery,2010,49,15,40,29.04,516.44,76,valle del cauca
4557,16620693,516,ortopedia y cirugia artroscopica,orthopedics and arthroscopic surgery,2010,207,19,154,29.04,516.44,76,valle del cauca
4558,16673063,516,ortopedia y cirugia artroscopica,orthopedics and arthroscopic surgery,2010,69,10,56,29.04,516.44,76,valle del cauca
4559,70120017,521,otorrinolaringologia,otorhinolaryngology,2010,68,9,77,28.71,445.76,5,antioquia
4560,70120709,521,otorrinolaringologia,otorhinolaryngology,2010,634,82,530,28.71,445.76,5,antioquia
4561,70546950,521,otorrinolaringologia,otorhinolaryngology,2010,117,13,104,28.71,445.76,5,antioquia
4562,70551501,521,otorrinolaringologia,otorhinolaryngology,2010,237,22,217,28.71,445.76,5,antioquia
4563,70558503,521,otorrinolaringologia,otorhinolaryngology,2010,189,11,138,28.71,445.76,5,antioquia
4564,70560405,521,otorrinolaringologia,otorhinolaryngology,2010,875,203,821,28.71,445.76,5,antioquia
4565,70566110,521,otorrinolaringologia,otorhinolaryngology,2010,396,20,326,28.71,445.76,5,antioquia
4566,71578575,521,otorrinolaringologia,otorhinolaryngology,2010,229,29,175,28.71,445.76,5,antioquia
4567,71582417,521,otorrinolaringologia,otorhinolaryngology,2010,312,18,245,28.71,445.76,5,antioquia
4568,71586781,521,otorrinolaringologia,otorhinolaryngology,2010,409,17,346,28.71,445.76,5,antioquia
4569,71740911,521,otorrinolaringologia,otorhinolaryngology,2010,13,6,17,28.71,445.76,5,antioquia
4570,71591428,521,otorrinolaringologia,otorhinolaryngology,2010,35,2,29,28.71,445.76,5,antioquia
4571,71611032,521,otorrinolaringologia,otorhinolaryngology,2010,46,5,40,28.71,445.76,5,antioquia
4572,71652345,521,otorrinolaringologia,otorhinolaryngology,2010,81,10,72,28.71,445.76,5,antioquia
4573,71665339,521,otorrinolaringologia,otorhinolaryngology,2010,303,54,301,28.71,445.76,5,antioquia
4574,71694702,521,otorrinolaringologia,otorhinolaryngology,2010,837,129,658,28.71,445.76,5,antioquia
4575,71682571,521,otorrinolaringologia,otorhinolaryngology,2010,82,8,76,28.71,445.76,5,antioquia
4576,6054076,521,otorrinolaringologia,otorhinolaryngology,2010,99,13,93,28.71,445.76,5,antioquia
4577,70086438,521,otorrinolaringologia,otorhinolaryngology,2010,260,8,222,28.71,445.76,5,antioquia
4578,42894675,521,otorrinolaringologia,otorhinolaryngology,2010,346,32,283,28.71,445.76,5,antioquia
4579,71755048,521,otorrinolaringologia,otorhinolaryngology,2010,36,11,34,28.71,445.76,5,antioquia
4580,42899305,521,otorrinolaringologia,otorhinolaryngology,2010,612,75,418,28.71,445.76,5,antioquia
4581,42972069,521,otorrinolaringologia,otorhinolaryngology,2010,189,14,170,28.71,445.76,5,antioquia
4582,43092070,521,otorrinolaringologia,otorhinolaryngology,2010,912,137,727,28.71,445.76,5,antioquia
4583,45435751,521,otorrinolaringologia,otorhinolaryngology,2010,1,1,3,28.71,445.76,70,sucre
4584,45487079,521,otorrinolaringologia,otorhinolaryngology,2010,93,6,68,28.71,445.76,13,bolivar
4585,70109602,521,otorrinolaringologia,otorhinolaryngology,2010,186,48,186,28.71,445.76,5,antioquia
4586,63321202,521,otorrinolaringologia,otorhinolaryngology,2010,18,1,18,28.71,445.76,68,santander
4587,6813373,521,otorrinolaringologia,otorhinolaryngology,2010,140,4,120,28.71,445.76,5,antioquia
4588,6881255,521,otorrinolaringologia,otorhinolaryngology,2010,76,1,67,28.71,445.76,5,antioquia
4589,70043155,521,otorrinolaringologia,otorhinolaryngology,2010,163,8,147,28.71,445.76,5,antioquia
4590,70051144,521,otorrinolaringologia,otorhinolaryngology,2010,45,3,41,28.71,445.76,5,antioquia
4591,70052995,521,otorrinolaringologia,otorhinolaryngology,2010,175,14,151,28.71,445.76,5,antioquia
4592,70071733,521,otorrinolaringologia,otorhinolaryngology,2010,244,15,228,28.71,445.76,5,antioquia
4593,70075635,521,otorrinolaringologia,otorhinolaryngology,2010,16,1,17,28.71,445.76,5,antioquia
4594,6505866,521,otorrinolaringologia,otorhinolaryngology,2010,3,1,4,28.71,445.76,5,antioquia
4595,72137692,521,otorrinolaringologia,otorhinolaryngology,2010,109,18,95,28.71,445.76,8,atlantico
4596,8250150,521,otorrinolaringologia,otorhinolaryngology,2010,263,3,233,28.71,445.76,5,antioquia
4597,7225201,521,otorrinolaringologia,otorhinolaryngology,2010,84,2,60,28.71,445.76,5,antioquia
4598,8315190,521,otorrinolaringologia,otorhinolaryngology,2010,187,15,160,28.71,445.76,5,antioquia
4599,8666420,521,otorrinolaringologia,otorhinolaryngology,2010,44,3,32,28.71,445.76,8,atlantico
4600,8683220,521,otorrinolaringologia,otorhinolaryngology,2010,394,17,240,28.71,445.76,8,atlantico
4601,8745947,521,otorrinolaringologia,otorhinolaryngology,2010,75,6,63,28.71,445.76,8,atlantico
